story,maslow
Susan was at the railway station to pick up her daughter Susan and her daughter were chatting while driving back home Susan crashed her car at an intersection as she was not paying attention to the road.,0
Sue was a pregnant woman who was worried because her last two pregnancies ended in miscarriage. Sue's doctor prescribed her some newly developed medicine and assured her things would be well now. Sue gave birth to a healthy baby.,0
Steve has served as a soldier in afghanistan for five years. Steve finally had the opportunity to return home where he was given a hero's welcome. Unfortunately at steve's welcome home party he got hit in the head with a bottle and had to go to the hospital.,0
"She was afraid, trapped in a raging thunderstorm. Then the rain was gone, and she was all alone - water was nowhere to be found. She opened her eyes and felt an immediate sense of calm, realizing she was home safe in her own bed.",0
Sam leg is broken in a street fight Sam was hospitalized and informed that he can't walk with his own anymore. Sam became a soccer player due to his strong will power.,0
Sam hugged his good friend jill after he told her he was going to be hospitalized for a long time. Sam's mom drove sam to the hospital. Sam was very sad because he knew he was going to be in the hospital for a long time with a serious illness.,0
Sam got frustrated due to the workload Sam got in to fight with colleague Sam admitted to hospital due to the fight,0
Sam and his friends are playing football in ground. Unfortunately thunderstorm hit the place they were playing and sam got injured by thunder strike. Sam was hospitalized and medical treatment going for him.,0
Sally was late running late and had a flight to catch. She was texting while driving. Sally rear ended the car in front of her because she wasn't paying attention.,0
"Sally had a hard time sleeping the night before her her first plane trip. She was nervous on the flight to colorado. When she hiked to the top of the mountain, she knew the trip was worth risking the flight.",0
Sachin really worked hard for his family needs. Yuvraj was a hacker who hacked sachin's bank account and transferred all his money. Sachin cried a lot when bank staff informed about this hacking issue to him.,0
Roy likes to play soccer Roy got injured while playing soccer and admitted to hospital Roy got recovered from all his injuries and went for jogging,0
Ronnie was a military man. One day while walking on the street he got choked. He went to the hospital and was hospitalised.,0
Robert is a football player He and his father were travelling in a car. Their car met with an accident.,0
Robert and his son were travelling in a car Their car met with an accident Robert died on the spot and was buried,0
Rick was a chronic gambler who figured out he could make a lot of money quick if he employed a technique to cheat. Rick went to the casino and won all night by cheating. The casino had cameras and the police came to arrest rick.,0
"Rick got tired of watching tv all day and decided he'd play outside. Rick decided he was going to go to the park to play some soccer. He tripped while playing and broke a bone, making rick have to be hospitalized.",0
"Ralph was getting ready to leave the office to go home. As he was driving, he saw they mayor participating the town parade. Because ralph didn't pay attention to traffic, he ended up getting into a car accident with another car.",0
Police official warns all the drivers to follow rule for safe driving Tom and moody didn't follow rules and met with an accident Moody got injured heavily and hospitalized reason for not wearing seat belt,0
Peter had been working hard on a presentation all month and he was nervous about how it would come across. The day of the presentation he had forgotten a vital piece of information so the presentation was not accurate. The next day when peter came in to work his boss informed him that he was fired.,0
"Pat loved eating donuts. They went shopping for more donuts. While rushing home to eat their new donuts, they got into a bad car accident.",0
One day the soldiers came to take over the country. There was complete chaos as people fled for their lives. The police managed to protect the people and save the towns.,0
On the way to work brenda was not paying attention so she got in an accident. Brenda was very distressed and went to talk to the other driver. She ended up talking and keeping in touch with the other driver. they ended up dating and eventually got married.,0
Neymar is a famous food ball player. One day he got car accident because of over speed and he drunked lot. Neymar lost his right leg in accident and his life changed and he could not able to play food ball ever.,0
Monisha completed her dance class for the feast in her house The feast was kept ready for her Unfortunetly the car she came met with an accident,0
"Michael was a healthy, robust child. He grew into a strong young man who took care of his body through exercise and a healthy diet. Nevertheless, he was diagnosed with a rare form of cancer when he was only 19.",0
Messi is great food ball player. One day because of over speed in car he lost his right leg in accident. Messi life was changed and he couldn't able to play food ball ever.,0
"Matthew and his mother were out for a drive to go to his grandmothers house for lunch. At a buys intersection, a man in another car drove through a red light and struck their car at a high speed. Matthew was hurt in the accident and is now in the hospital.",0
Mathew loves playing football Mathew got in to fight while playing Mathew admitted to hospital due to the fight,0
Mathew has met with an accident in school Peter always had fight with his friends in playground He was exhausted due to the work stress,0
"Mary's father refused to walk her home from school, saying she was old enough to make her own way home. Mary was frightened, convinced that someone was following her. Mary was attacked in an alley and her body was found the next day.",0
"Mary went to a tarot reader and she told her about her future. Mary laughed and did not believe that she had misfortune coming her way soon. The next day, mary was struck by lightening and in the hospital for a month.",0
Mary was chased by a rogue on the street. A policeman nearby heard her scream. He rescued her and she slept peacefully at home that night.,0
Mary planned to visit a new country for her yearly vacation. Suddenly there was lightning and storm that disrupted flights. She was sad that she had to spend her vacation inside the house.,0
Mary is concerned and nervous about her delivery. Soon she got delivery pains and got admitted in a hospital. She delivered a healthy baby boy.,0
Manny was not feeling well one morning. He went to work instead of staying home in bed to recover. Marco got exhausted and had to be admitted into the hospital for evaluations.,0
Lucy was trying to find her way around her new apartment. Lucy ended up tripping and ended up at the local hispital. The doctor told her that she fractured her leg and was running a temperature.,0
Lisa was always alone. she spent her days watching tv and eating donuts. Lisa went out to get more donuts and she got into a car accident. Lisa ran into mike's car and as they talked they realized they had a lot in common. now they are boyfriend and girlfriend.,0
Lisa is very upset because she is sick in the hospital. Dr. rick comes and gives lisa medicine. Lisa feels much better now and goes to the park to fly her kite.,0
Linda is an primary school kid dancing & playing happily Her grandmother went for walking with stick unfortunately she fell down. She was hospitalized couldn't recover from the injury and lost her life.,0
Leslie ran through some bushes in the park. Leslie had to go to the doctor. Leslie was very allergic to the bushes and had to stay in the hospital.,0
